Element,Attribute,Value,Subfigure
70,NormalizedRankDifference,0.1880108991825614,A
71,NormalizedRankDifference,-0.0926430517711171,A
72,NormalizedRankDifference,-0.4386920980926432,A
73,NormalizedRankDifference,-0.3188010899182562,A
74,NormalizedRankDifference,-0.108991825613079,A
75,NormalizedRankDifference,-0.0163487738419618,A
76,NormalizedRankDifference,-0.5531335149863762,A
77,NormalizedRankDifference,0.0381471389645776,A
78,NormalizedRankDifference,-0.6866485013623977,A
79,NormalizedRankDifference,-0.1880108991825613,A
80,NormalizedRankDifference,0.4550408719346048,A
81,NormalizedRankDifference,-0.2506811989100817,A
82,NormalizedRankDifference,0.0081743869209809,A
83,NormalizedRankDifference,-0.8528610354223433,A
84,NormalizedRankDifference,-0.11716621253406,A
85,NormalizedRankDifference,-0.1907356948228883,A
86,NormalizedRankDifference,-0.7138964577656679,A
87,NormalizedRankDifference,-0.6376021798365125,A
88,NormalizedRankDifference,-0.4196185286103542,A
89,NormalizedRankDifference,0.0299727520435967,A
90,NormalizedRankDifference,-0.103542234332425,A
91,NormalizedRankDifference,-0.2615803814713897,A
92,NormalizedRankDifference,0.0163487738419619,A
93,NormalizedRankDifference,-0.2534059945504088,A
94,NormalizedRankDifference,-0.0272479564032697,A
95,NormalizedRankDifference,-0.0735694822888283,A
96,NormalizedRankDifference,0.0408719346049046,A
97,NormalizedRankDifference,-0.1062670299727521,A
98,NormalizedRankDifference,-0.0899182561307902,A
99,NormalizedRankDifference,-0.880108991825613,A
100,NormalizedRankDifference,-0.1525885558583106,A
101,NormalizedRankDifference,-0.3079019073569483,A
102,NormalizedRankDifference,-0.6975476839237058,A
103,NormalizedRankDifference,-0.4959128065395097,A
104,NormalizedRankDifference,-0.0790190735694822,A
105,NormalizedRankDifference,-0.1961852861035423,A
106,NormalizedRankDifference,0.0572207084468665,A
107,NormalizedRankDifference,0.1035422343324251,A
108,NormalizedRankDifference,-0.7711171662125342,A
109,NormalizedRankDifference,-0.0108991825613079,A
110,NormalizedRankDifference,-0.0081743869209808,A
111,NormalizedRankDifference,-0.8228882833787468,A
112,NormalizedRankDifference,0.002724795640327,A
113,NormalizedRankDifference,0.0081743869209809,A
114,NormalizedRankDifference,-0.1089918256130789,A
115,NormalizedRankDifference,-0.5204359673024523,A
116,NormalizedRankDifference,-0.2179836512261581,A
117,NormalizedRankDifference,-0.5095367847411446,A
118,NormalizedRankDifference,0.1362397820163488,A
119,NormalizedRankDifference,0.0517711171662125,A
120,NormalizedRankDifference,-0.6403269754768394,A
121,NormalizedRankDifference,-0.2833787465940054,A
122,NormalizedRankDifference,-0.4196185286103543,A
123,NormalizedRankDifference,-0.5967302452316078,A
124,NormalizedRankDifference,0.2697547683923705,A
125,NormalizedRankDifference,-0.2752043596730245,A
126,NormalizedRankDifference,-0.0626702997275204,A
127,NormalizedRankDifference,0.3514986376021798,A
128,NormalizedRankDifference,-0.0354223433242507,A
129,NormalizedRankDifference,-0.2861035422343324,A
130,NormalizedRankDifference,-0.4114441416893734,A
131,NormalizedRankDifference,0.002724795640327,A
132,NormalizedRankDifference,0.2043596730245231,A
133,NormalizedRankDifference,0.0163487738419619,A
134,NormalizedRankDifference,-0.0653950953678474,A
135,NormalizedRankDifference,-0.3215258855585832,A
136,NormalizedRankDifference,0.1607629427792914,A
137,NormalizedRankDifference,-0.1771117166212535,A
138,NormalizedRankDifference,-0.5667574931880109,A
139,NormalizedRankDifference,-0.1716621253405995,A
140,NormalizedRankDifference,-0.0926430517711172,A
141,NormalizedRankDifference,-0.4441416893732972,A
142,NormalizedRankDifference,-0.0435967302452316,A
143,NormalizedRankDifference,-0.0027247956403269,A
144,NormalizedRankDifference,-0.6457765667574933,A
145,NormalizedRankDifference,-0.2915531335149864,A
146,NormalizedRankDifference,-0.4468664850136241,A
147,NormalizedRankDifference,-0.1307901907356948,A
148,NormalizedRankDifference,-0.1307901907356948,A
149,NormalizedRankDifference,-0.2888283378746594,A
150,NormalizedRankDifference,-0.1798365122615804,A
151,NormalizedRankDifference,-0.5367847411444142,A
152,NormalizedRankDifference,-0.2561307901907358,A
153,NormalizedRankDifference,-0.1580381471389645,A
154,NormalizedRankDifference,-0.7002724795640328,A
155,NormalizedRankDifference,-0.1716621253405995,A
156,NormalizedRankDifference,-0.1335149863760217,A
157,NormalizedRankDifference,0.2942779291553134,A
158,NormalizedRankDifference,-0.332425068119891,A
159,NormalizedRankDifference,-0.7574931880108993,A
160,NormalizedRankDifference,0.1498637602179837,A
161,NormalizedRankDifference,-0.2043596730245231,A
162,NormalizedRankDifference,0.1144414168937329,A
163,NormalizedRankDifference,-0.0681198910081743,A
164,NormalizedRankDifference,-0.0817438692098092,A
165,NormalizedRankDifference,0.0326975476839237,A
166,NormalizedRankDifference,0.2506811989100816,A
167,NormalizedRankDifference,-0.2397820163487738,A
168,NormalizedRankDifference,-0.4305177111716621,A
169,NormalizedRankDifference,-0.2207084468664851,A
170,NormalizedRankDifference,-0.2098092643051772,A
171,NormalizedRankDifference,-0.3841961852861035,A
172,NormalizedRankDifference,-0.2207084468664851,A
173,NormalizedRankDifference,-0.002724795640327,A
174,NormalizedRankDifference,-0.0653950953678474,A
175,NormalizedRankDifference,0.2697547683923706,A
176,NormalizedRankDifference,-0.0490463215258855,A
177,NormalizedRankDifference,-0.1035422343324249,A
178,NormalizedRankDifference,-0.0081743869209809,A
179,NormalizedRankDifference,0.0408719346049046,A
180,NormalizedRankDifference,-0.0408719346049045,A
181,NormalizedRankDifference,-0.2697547683923705,A
182,NormalizedRankDifference,-0.0517711171662126,A
183,NormalizedRankDifference,-0.8528610354223435,A
184,NormalizedRankDifference,-0.1389645776566758,A
185,NormalizedRankDifference,0.1743869209809264,A
186,NormalizedRankDifference,-0.6321525885558584,A
187,NormalizedRankDifference,0.1008174386920981,A
188,NormalizedRankDifference,-0.0408719346049046,A
189,NormalizedRankDifference,0.0708446866485013,A
190,NormalizedRankDifference,-0.3869209809264305,A
191,NormalizedRankDifference,0.3378746594005451,A
192,NormalizedRankDifference,0.0136239782016348,A
193,NormalizedRankDifference,-0.2861035422343325,A
194,NormalizedRankDifference,-0.446866485013624,A
195,NormalizedRankDifference,-0.1498637602179837,A
196,NormalizedRankDifference,-0.0790190735694821,A
197,NormalizedRankDifference,-0.1989100817438692,A
198,NormalizedRankDifference,0.0081743869209809,A
199,NormalizedRankDifference,-0.1171662125340599,A
200,NormalizedRankDifference,-0.2098092643051771,A
201,NormalizedRankDifference,-0.3297002724795641,A
202,NormalizedRankDifference,-0.803814713896458,A
203,NormalizedRankDifference,-0.4005449591280654,A
204,NormalizedRankDifference,-0.5912806539509537,A
205,NormalizedRankDifference,0.0926430517711171,A
206,NormalizedRankDifference,0.0572207084468665,A
207,NormalizedRankDifference,-0.4250681198910082,A
208,NormalizedRankDifference,-0.098092643051771,A
209,NormalizedRankDifference,-0.005449591280654,A
210,NormalizedRankDifference,-0.0544959128065395,A
211,NormalizedRankDifference,-0.0708446866485014,A
212,NormalizedRankDifference,-0.3487738419618529,A
213,NormalizedRankDifference,0.0381471389645777,A
214,NormalizedRankDifference,0.3732970027247956,A
215,NormalizedRankDifference,-0.0926430517711172,A
216,NormalizedRankDifference,0.0599455040871935,A
217,NormalizedRankDifference,-0.3760217983651226,A
218,NormalizedRankDifference,-0.3651226158038148,A
219,NormalizedRankDifference,-0.4904632152588558,A
220,NormalizedRankDifference,-0.6103542234332426,A
221,NormalizedRankDifference,-0.3079019073569482,A
222,NormalizedRankDifference,-0.6239782016348775,A
223,NormalizedRankDifference,-0.4713896457765668,A
224,NormalizedRankDifference,-0.0653950953678474,A
225,NormalizedRankDifference,-0.0899182561307901,A
226,NormalizedRankDifference,-0.7493188010899183,A
227,NormalizedRankDifference,-0.228882833787466,A
228,NormalizedRankDifference,-0.1280653950953679,A
229,NormalizedRankDifference,-0.0081743869209809,A
230,NormalizedRankDifference,-0.2098092643051772,A
231,NormalizedRankDifference,-0.1280653950953678,A
232,NormalizedRankDifference,0.1553133514986376,A
233,NormalizedRankDifference,-0.0136239782016349,A
234,NormalizedRankDifference,-0.2343324250681198,A
235,NormalizedRankDifference,-0.3732970027247957,A
236,NormalizedRankDifference,0.0354223433242506,A
237,NormalizedRankDifference,-0.1280653950953679,A
238,NormalizedRankDifference,-0.0899182561307901,A
239,NormalizedRankDifference,-0.2779291553133516,A
240,NormalizedRankDifference,-0.0081743869209809,A
241,NormalizedRankDifference,-0.0245231607629428,A
242,NormalizedRankDifference,-0.1008174386920982,A
243,NormalizedRankDifference,-0.1989100817438693,A
244,NormalizedRankDifference,0.1416893732970027,A
245,NormalizedRankDifference,-0.111716621253406,A
246,NormalizedRankDifference,-0.0299727520435965,A
247,NormalizedRankDifference,0.0708446866485012,A
248,NormalizedRankDifference,-0.0272479564032698,A
249,NormalizedRankDifference,-0.2043596730245232,A
250,NormalizedRankDifference,-0.5040871934604905,A
251,NormalizedRankDifference,-0.6539509536784743,A
252,NormalizedRankDifference,-0.0354223433242507,A
253,NormalizedRankDifference,-0.3079019073569483,A
254,NormalizedRankDifference,0.0190735694822889,A
255,NormalizedRankDifference,-0.5967302452316079,A
256,NormalizedRankDifference,-0.4359673024523161,A
257,NormalizedRankDifference,0.1771117166212532,A
258,NormalizedRankDifference,-0.6811989100817439,A
259,NormalizedRankDifference,-0.0163487738419618,A
260,NormalizedRankDifference,-0.0381471389645776,A
261,NormalizedRankDifference,0.1362397820163488,A
262,NormalizedRankDifference,0.0463215258855586,A
263,NormalizedRankDifference,-0.7138964577656677,A
264,NormalizedRankDifference,-0.8174386920980927,A
265,NormalizedRankDifference,-0.7602179836512263,A
266,NormalizedRankDifference,-0.0299727520435967,A
267,NormalizedRankDifference,-0.7084468664850136,A
268,NormalizedRankDifference,-0.3514986376021797,A
269,NormalizedRankDifference,-0.0081743869209808,A
270,NormalizedRankDifference,0.0272479564032697,A
271,NormalizedRankDifference,-0.6975476839237059,A
272,NormalizedRankDifference,-0.798365122615804,A
273,NormalizedRankDifference,-0.3215258855585832,A
274,NormalizedRankDifference,0.2724795640326976,A
275,NormalizedRankDifference,0.1880108991825612,A
276,NormalizedRankDifference,-0.4032697547683924,A
277,NormalizedRankDifference,-0.4196185286103543,A
278,NormalizedRankDifference,-0.2670299727520436,A
279,NormalizedRankDifference,0.0790190735694822,A
280,NormalizedRankDifference,-0.7711171662125342,A
281,NormalizedRankDifference,-0.4468664850136241,A
282,NormalizedRankDifference,0.1852861035422343,A
283,NormalizedRankDifference,0.4959128065395096,A
284,NormalizedRankDifference,-0.0245231607629427,A
285,NormalizedRankDifference,-0.8365122615803815,A
286,NormalizedRankDifference,-0.2343324250681199,A
287,NormalizedRankDifference,-0.2942779291553134,A
288,NormalizedRankDifference,-0.3623978201634877,A
289,NormalizedRankDifference,-0.0245231607629427,A
290,NormalizedRankDifference,-0.0217983651226158,A
291,NormalizedRankDifference,0.4441416893732971,A
292,NormalizedRankDifference,-0.0735694822888283,A
293,NormalizedRankDifference,-0.2506811989100818,A
294,NormalizedRankDifference,-0.1716621253405996,A
295,NormalizedRankDifference,-0.1880108991825613,A
296,NormalizedRankDifference,-0.0272479564032697,A
297,NormalizedRankDifference,-0.1989100817438693,A
298,NormalizedRankDifference,-0.108991825613079,A
299,NormalizedRankDifference,-0.2043596730245232,A
300,NormalizedRankDifference,-0.8201634877384196,A
301,NormalizedRankDifference,0.3297002724795641,A
302,NormalizedRankDifference,-0.4659400544959129,A
303,NormalizedRankDifference,-0.0108991825613078,A
304,NormalizedRankDifference,0.0081743869209809,A
305,NormalizedRankDifference,-0.1907356948228883,A
306,NormalizedRankDifference,-0.5122615803814715,A
307,NormalizedRankDifference,-0.2615803814713897,A
308,NormalizedRankDifference,-0.1771117166212534,A
309,NormalizedRankDifference,0.0871934604904631,A
310,NormalizedRankDifference,-0.3433242506811989,A
311,NormalizedRankDifference,-0.6594005449591281,A
312,NormalizedRankDifference,0.0027247956403269,A
313,NormalizedRankDifference,-0.0653950953678473,A
314,NormalizedRankDifference,-0.2915531335149864,A
315,NormalizedRankDifference,-0.1089918256130789,A
316,NormalizedRankDifference,-0.7084468664850136,A
317,NormalizedRankDifference,-0.1989100817438693,A
318,NormalizedRankDifference,-0.111716621253406,A
319,NormalizedRankDifference,-0.1989100817438692,A
320,NormalizedRankDifference,0.0463215258855584,A
321,NormalizedRankDifference,-0.0136239782016348,A
322,NormalizedRankDifference,-0.0136239782016349,A
323,NormalizedRankDifference,-0.1471389645776567,A
324,NormalizedRankDifference,-0.1525885558583106,A
325,NormalizedRankDifference,-0.3160762942779291,A
326,NormalizedRankDifference,-0.0217983651226157,A
327,NormalizedRankDifference,-0.6920980926430519,A
328,NormalizedRankDifference,-0.0326975476839237,A
329,NormalizedRankDifference,-0.0108991825613079,A
330,NormalizedRankDifference,-0.7738419618528611,A
331,NormalizedRankDifference,-0.2098092643051771,A
332,NormalizedRankDifference,-0.0926430517711171,A
333,NormalizedRankDifference,-0.1989100817438692,A
334,NormalizedRankDifference,-0.8501362397820164,A
335,NormalizedRankDifference,-0.0136239782016349,A
336,NormalizedRankDifference,-0.114441416893733,A
337,NormalizedRankDifference,-0.4659400544959128,A
338,NormalizedRankDifference,-0.4277929155313352,A
339,NormalizedRankDifference,-0.1961852861035424,A
340,NormalizedRankDifference,-0.4877384196185286,A
341,NormalizedRankDifference,-0.7220708446866487,A
342,NormalizedRankDifference,0.0844686648501362,A
343,NormalizedRankDifference,-0.4223433242506812,A
344,NormalizedRankDifference,-0.0326975476839236,A
345,NormalizedRankDifference,-0.1226158038147139,A
346,NormalizedRankDifference,-0.1525885558583107,A
347,NormalizedRankDifference,0.0572207084468665,A
348,NormalizedRankDifference,-0.1444141689373298,A
349,NormalizedRankDifference,-0.7084468664850138,A
350,NormalizedRankDifference,-0.2779291553133515,A
351,NormalizedRankDifference,-0.0599455040871935,A
352,NormalizedRankDifference,0.0027247956403269,A
353,NormalizedRankDifference,-0.784741144414169,A
354,NormalizedRankDifference,-0.0544959128065395,A
355,NormalizedRankDifference,-0.223433242506812,A
356,NormalizedRankDifference,0.0108991825613079,A
357,NormalizedRankDifference,0.2806539509536785,A
358,NormalizedRankDifference,-0.2997275204359674,A
359,NormalizedRankDifference,-0.0544959128065394,A
360,NormalizedRankDifference,-0.0408719346049047,A
361,NormalizedRankDifference,-0.0790190735694824,A
362,NormalizedRankDifference,-0.3160762942779292,A
363,NormalizedRankDifference,0.4032697547683924,A
364,NormalizedRankDifference,-0.2779291553133515,A
365,NormalizedRankDifference,-0.0299727520435968,A
366,NormalizedRankDifference,0.0953678474114442,A
367,NormalizedRankDifference,-0.0163487738419619,A
368,NormalizedRankDifference,-0.4386920980926432,A
369,NormalizedRankDifference,-0.3242506811989101,A
370,NormalizedRankDifference,0.3596730245231607,A
371,NormalizedRankDifference,-0.1008174386920981,A
372,NormalizedRankDifference,-0.4414168937329701,A
373,NormalizedRankDifference,-0.2724795640326976,A
374,NormalizedRankDifference,-0.0681198910081743,A
375,NormalizedRankDifference,-0.4986376021798366,A
376,NormalizedRankDifference,-0.5749318801089919,A
377,NormalizedRankDifference,-0.1307901907356948,A
378,NormalizedRankDifference,-0.1852861035422341,A
379,NormalizedRankDifference,-0.217983651226158,A
380,NormalizedRankDifference,-0.0054495912806539,A
381,NormalizedRankDifference,-0.0544959128065395,A
382,NormalizedRankDifference,-0.3732970027247957,A
383,NormalizedRankDifference,-0.2397820163487738,A
384,NormalizedRankDifference,0.0272479564032698,A
385,NormalizedRankDifference,-0.4087193460490463,A
386,NormalizedRankDifference,0.0136239782016349,A
387,NormalizedRankDifference,-0.3651226158038148,A
388,NormalizedRankDifference,-0.1580381471389646,A
389,NormalizedRankDifference,0.6239782016348773,A
390,NormalizedRankDifference,0.4386920980926431,A
391,NormalizedRankDifference,-0.1934604904632151,A
392,NormalizedRankDifference,-0.2833787465940056,A
393,NormalizedRankDifference,0.2970027247956404,A
394,NormalizedRankDifference,-0.662125340599455,A
395,NormalizedRankDifference,-0.7847411444141691,A
396,NormalizedRankDifference,-0.4305177111716622,A
397,NormalizedRankDifference,-0.0871934604904632,A
398,NormalizedRankDifference,-0.3623978201634878,A
399,NormalizedRankDifference,0.0190735694822888,A
400,NormalizedRankDifference,-0.0217983651226157,A
401,NormalizedRankDifference,-0.1008174386920981,A
402,NormalizedRankDifference,-0.2806539509536786,A
403,NormalizedRankDifference,-0.3678474114441417,A
404,NormalizedRankDifference,-0.0272479564032697,A
405,NormalizedRankDifference,-0.11716621253406,A
406,NormalizedRankDifference,0.2888283378746595,A
407,NormalizedRankDifference,0.2670299727520436,A
408,NormalizedRankDifference,-0.2670299727520436,A
409,NormalizedRankDifference,-0.2915531335149863,A
410,NormalizedRankDifference,-0.114441416893733,A
411,NormalizedRankDifference,-0.0190735694822889,A
412,NormalizedRankDifference,-0.0762942779291553,A
413,NormalizedRankDifference,0.0163487738419618,A
414,NormalizedRankDifference,-0.561307901907357,A
415,NormalizedRankDifference,-0.0790190735694823,A
416,NormalizedRankDifference,-0.0435967302452316,A
417,NormalizedRankDifference,-0.6893732970027249,A
418,NormalizedRankDifference,-0.1852861035422343,A
419,NormalizedRankDifference,-0.1035422343324251,A
420,NormalizedRankDifference,-0.2425068119891009,A
421,NormalizedRankDifference,-0.4850136239782017,A
422,NormalizedRankDifference,0.0735694822888282,A
423,NormalizedRankDifference,-0.3978201634877384,A
424,NormalizedRankDifference,-0.0435967302452316,A
425,NormalizedRankDifference,-0.2534059945504088,A
426,NormalizedRankDifference,-0.7929155313351499,A
427,NormalizedRankDifference,-0.3079019073569483,A
428,NormalizedRankDifference,-0.122615803814714,A
429,NormalizedRankDifference,-0.1362397820163488,A
430,NormalizedRankDifference,-0.2970027247956403,A
431,NormalizedRankDifference,-0.332425068119891,A
432,NormalizedRankDifference,-0.1580381471389646,A
433,NormalizedRankDifference,-0.7138964577656677,A
434,NormalizedRankDifference,0.0136239782016348,A
435,NormalizedRankDifference,-0.6594005449591283,A
436,NormalizedRankDifference,0.0217983651226157,A
437,NormalizedRankDifference,0.0272479564032697,A
438,NormalizedRankDifference,-0.2370572207084469,A
439,NormalizedRankDifference,-0.0054495912806538,A
440,NormalizedRankDifference,-0.5613079019073572,A
441,NormalizedRankDifference,-0.0626702997275205,A
442,NormalizedRankDifference,-0.2643051771117167,A
443,NormalizedRankDifference,-0.0626702997275204,A
444,NormalizedRankDifference,-0.3160762942779292,A
445,NormalizedRankDifference,-0.0163487738419617,A
446,NormalizedRankDifference,-0.1062670299727521,A
447,NormalizedRankDifference,-0.5531335149863761,A
448,NormalizedRankDifference,-0.6267029972752043,A
449,NormalizedRankDifference,0.122615803814714,A
450,NormalizedRankDifference,-0.0490463215258856,A
451,NormalizedRankDifference,-0.8283378746594005,A
452,NormalizedRankDifference,-0.1934604904632152,A
453,NormalizedRankDifference,-0.3978201634877384,A
454,NormalizedRankDifference,-0.5177111716621254,A
455,NormalizedRankDifference,0.0735694822888283,A
456,NormalizedRankDifference,-0.4223433242506812,A
457,NormalizedRankDifference,-0.002724795640327,A
458,NormalizedRankDifference,-0.6948228882833789,A
459,NormalizedRankDifference,-0.5967302452316078,A
460,NormalizedRankDifference,-0.3869209809264305,A
461,NormalizedRankDifference,-0.6021798365122617,A
462,NormalizedRankDifference,0.1989100817438692,A
463,NormalizedRankDifference,-0.4059945504087193,A
464,NormalizedRankDifference,-0.0626702997275204,A
465,NormalizedRankDifference,0.0081743869209809,A
466,NormalizedRankDifference,0.4332425068119893,A
467,NormalizedRankDifference,0.0517711171662126,A
468,NormalizedRankDifference,0.100817438692098,A
469,NormalizedRankDifference,-0.4196185286103542,A
470,NormalizedRankDifference,-0.5095367847411446,A
471,NormalizedRankDifference,-0.1580381471389645,A
472,NormalizedRankDifference,-0.4850136239782017,A
473,NormalizedRankDifference,-0.1716621253405993,A
474,NormalizedRankDifference,-0.2506811989100818,A
475,NormalizedRankDifference,-0.8010899182561309,A
476,NormalizedRankDifference,-0.0354223433242507,A
477,NormalizedRankDifference,-0.4032697547683925,A
478,NormalizedRankDifference,-0.1634877384196185,A
479,NormalizedRankDifference,-0.0381471389645777,A
480,NormalizedRankDifference,-0.2942779291553134,A
481,NormalizedRankDifference,0.0245231607629428,A
482,NormalizedRankDifference,-0.4632152588555859,A
483,NormalizedRankDifference,-0.3242506811989102,A
484,NormalizedRankDifference,-0.1362397820163487,A
485,NormalizedRankDifference,-0.0517711171662126,A
486,NormalizedRankDifference,-0.4904632152588555,A
487,NormalizedRankDifference,0.4250681198910083,A
488,NormalizedRankDifference,-0.0081743869209809,A
489,NormalizedRankDifference,-0.111716621253406,A
490,NormalizedRankDifference,-0.0653950953678475,A
491,NormalizedRankDifference,-0.0517711171662125,A
492,NormalizedRankDifference,0.0272479564032697,A
493,NormalizedRankDifference,-0.1743869209809265,A
494,NormalizedRankDifference,-0.2016348773841962,A
495,NormalizedRankDifference,-0.0245231607629428,A
496,NormalizedRankDifference,-0.0245231607629427,A
497,NormalizedRankDifference,-0.1743869209809264,A
498,NormalizedRankDifference,-0.0735694822888283,A
499,NormalizedRankDifference,-0.0381471389645777,A
500,NormalizedRankDifference,-0.103542234332425,A
501,NormalizedRankDifference,-0.6811989100817438,A
502,NormalizedRankDifference,-0.0490463215258855,A
503,NormalizedRankDifference,-0.0681198910081744,A
504,NormalizedRankDifference,-0.0844686648501363,A
505,NormalizedRankDifference,-0.1689373297002725,A
506,NormalizedRankDifference,-0.1880108991825612,A
507,NormalizedRankDifference,0.0190735694822888,A
508,NormalizedRankDifference,0.1062670299727521,A
509,NormalizedRankDifference,-0.239782016348774,A
510,NormalizedRankDifference,-0.1416893732970027,A
511,NormalizedRankDifference,-0.0354223433242508,A
512,NormalizedRankDifference,-0.0653950953678474,A
513,NormalizedRankDifference,-0.2806539509536785,A
514,NormalizedRankDifference,-0.6267029972752045,A
515,NormalizedRankDifference,-0.0572207084468665,A
516,NormalizedRankDifference,-0.2861035422343325,A
517,NormalizedRankDifference,-0.1852861035422343,A
518,NormalizedRankDifference,-0.2506811989100818,A
519,NormalizedRankDifference,-0.1335149863760218,A
520,NormalizedRankDifference,-0.7275204359673025,A
521,NormalizedRankDifference,0.0790190735694822,A
522,NormalizedRankDifference,-0.1662125340599455,A
523,NormalizedRankDifference,-0.3487738419618529,A
524,NormalizedRankDifference,-0.0653950953678473,A
525,NormalizedRankDifference,-0.3188010899182562,A
526,NormalizedRankDifference,0.0408719346049045,A
527,NormalizedRankDifference,0.2697547683923705,A
528,NormalizedRankDifference,-0.1498637602179837,A
529,NormalizedRankDifference,0.005449591280654,A
530,NormalizedRankDifference,-0.8038147138964579,A
531,NormalizedRankDifference,-0.0381471389645776,A
532,NormalizedRankDifference,-0.3324250681198911,A
533,NormalizedRankDifference,0.1907356948228882,A
534,NormalizedRankDifference,-0.002724795640327,A
535,NormalizedRankDifference,-0.1117166212534061,A
536,NormalizedRankDifference,0.4741144414168937,A
537,NormalizedRankDifference,-0.3024523160762944,A
538,NormalizedRankDifference,0.1253405994550409,A
539,NormalizedRankDifference,-0.3051771117166212,A
540,NormalizedRankDifference,-0.1089918256130791,A
541,NormalizedRankDifference,0.106267029972752,A
542,NormalizedRankDifference,-0.0408719346049046,A
543,NormalizedRankDifference,-0.3487738419618529,A
544,NormalizedRankDifference,0.0245231607629428,A
545,NormalizedRankDifference,-0.3678474114441419,A
546,NormalizedRankDifference,0.0463215258855586,A
547,NormalizedRankDifference,0.228882833787466,A
548,NormalizedRankDifference,-0.0354223433242505,A
549,NormalizedRankDifference,-0.3705722070844687,A
550,NormalizedRankDifference,-0.0653950953678474,A
551,NormalizedRankDifference,-0.5258855585831064,A
552,NormalizedRankDifference,-0.1416893732970027,A
553,NormalizedRankDifference,-0.0299727520435967,A
554,NormalizedRankDifference,-0.0081743869209809,A
555,NormalizedRankDifference,-0.1634877384196185,A
556,NormalizedRankDifference,-0.0108991825613078,A
557,NormalizedRankDifference,-0.2942779291553134,A
558,NormalizedRankDifference,-0.6811989100817439,A
559,NormalizedRankDifference,-0.008174386920981,A
560,NormalizedRankDifference,-0.5694822888283377,A
561,NormalizedRankDifference,0.0354223433242507,A
562,NormalizedRankDifference,-0.0980926430517712,A
563,NormalizedRankDifference,-0.008174386920981,A
564,NormalizedRankDifference,-0.2070844686648501,A
