Subfigure,Element,Attribute,Value
A,70,PercentFemale,43.57002325165444
A,71,TaxonomyLevel,Umbrella
A,71,TaxonomyValue,Social Sciences
A,71,Year,2017
A,71,PercentFemale,37.74082151944747
A,72,TaxonomyLevel,Field
A,72,TaxonomyValue,Psychology
A,72,Year,2020
A,72,PercentFemale,46.28955983994179
A,73,TaxonomyLevel,Umbrella
A,73,TaxonomyValue,Social Sciences
A,73,Year,2020
A,73,PercentFemale,39.83530385977826
A,74,TaxonomyLevel,Field
A,74,TaxonomyValue,Psychology
A,74,Year,2019
A,74,PercentFemale,45.29616724738676
A,75,TaxonomyLevel,Umbrella
A,75,TaxonomyValue,Social Sciences
A,75,Year,2019
A,75,PercentFemale,39.19166896045509
A,76,TaxonomyLevel,Field
A,76,TaxonomyValue,Psychology
A,76,Year,2018
A,76,PercentFemale,44.278152947618175
A,77,TaxonomyLevel,Umbrella
A,77,TaxonomyValue,Social Sciences
A,77,Year,2018
A,77,PercentFemale,38.32890030266899
A,78,TaxonomyLevel,Field
A,78,TaxonomyValue,Psychology
A,78,Year,2016
A,78,PercentFemale,43.18830242510699
A,79,TaxonomyLevel,Umbrella
A,79,TaxonomyValue,Social Sciences
A,79,Year,2016
A,79,PercentFemale,37.15512515987575
A,80,TaxonomyLevel,Field
A,80,TaxonomyValue,Psychology
A,80,Year,2015
A,80,PercentFemale,42.45317664340801
A,81,TaxonomyLevel,Umbrella
A,81,TaxonomyValue,Social Sciences
A,81,Year,2015
A,81,PercentFemale,36.803095282491135
A,82,TaxonomyLevel,Field
A,82,TaxonomyValue,Psychology
A,82,Year,2014
A,82,PercentFemale,41.74286247434223
A,83,TaxonomyLevel,Umbrella
A,83,TaxonomyValue,Social Sciences
A,83,Year,2014
A,83,PercentFemale,36.240786240786235
A,84,TaxonomyLevel,Field
A,84,TaxonomyValue,Psychology
A,84,Year,2013
A,84,PercentFemale,41.33686801742094
A,85,TaxonomyLevel,Umbrella
A,85,TaxonomyValue,Social Sciences
A,85,Year,2013
A,85,PercentFemale,35.800105308506055
A,86,TaxonomyLevel,Field
A,86,TaxonomyValue,Psychology
A,86,Year,2012
A,86,PercentFemale,40.65700483091787
A,87,TaxonomyLevel,Umbrella
A,87,TaxonomyValue,Social Sciences
A,87,Year,2012
A,87,PercentFemale,35.11893156560733
A,88,TaxonomyLevel,Field
A,88,TaxonomyValue,Psychology
A,88,Year,2011
A,88,PercentFemale,40.37427831972924
A,89,TaxonomyLevel,Umbrella
A,89,TaxonomyValue,Social Sciences
A,89,Year,2011
A,89,PercentFemale,34.62191589251823
A,90,TaxonomyLevel,Field
A,90,TaxonomyValue,Civil Engineering
A,90,Year,2017
A,90,PercentFemale,19.24920127795527
A,91,TaxonomyLevel,Umbrella
A,91,TaxonomyValue,Engineering
A,91,Year,2017
A,91,PercentFemale,15.436199548759088
A,92,TaxonomyLevel,Field
A,92,TaxonomyValue,Civil Engineering
A,92,Year,2020
A,92,PercentFemale,21.2620578778135
A,93,TaxonomyLevel,Umbrella
A,93,TaxonomyValue,Engineering
A,93,Year,2020
A,93,PercentFemale,17.08653482806398
A,94,TaxonomyLevel,Field
A,94,TaxonomyValue,Civil Engineering
A,94,Year,2019
A,94,PercentFemale,20.42113627334127
A,95,TaxonomyLevel,Umbrella
A,95,TaxonomyValue,Engineering
A,95,Year,2019
A,95,PercentFemale,16.59779614325069
A,96,TaxonomyLevel,Field
A,96,TaxonomyValue,Civil Engineering
A,96,Year,2018
A,96,PercentFemale,20.064205457463878
A,97,TaxonomyLevel,Umbrella
A,97,TaxonomyValue,Engineering
A,97,Year,2018
A,97,PercentFemale,16.00425611816986
A,98,TaxonomyLevel,Field
A,98,TaxonomyValue,Civil Engineering
A,98,Year,2016
A,98,PercentFemale,18.39870602507076
A,99,TaxonomyLevel,Umbrella
A,99,TaxonomyValue,Engineering
A,99,Year,2016
A,99,PercentFemale,14.84825201690357
A,100,TaxonomyLevel,Field
A,100,TaxonomyValue,Civil Engineering
A,100,Year,2015
A,100,PercentFemale,17.55407653910149
A,101,TaxonomyLevel,Umbrella
A,101,TaxonomyValue,Engineering
A,101,Year,2015
A,101,PercentFemale,14.281948197455998
A,102,TaxonomyLevel,Field
A,102,TaxonomyValue,Civil Engineering
A,102,Year,2014
A,102,PercentFemale,16.86021505376344
A,103,TaxonomyLevel,Umbrella
A,103,TaxonomyValue,Engineering
A,103,Year,2014
A,103,PercentFemale,13.769827877151531
A,104,TaxonomyLevel,Field
A,104,TaxonomyValue,Civil Engineering
A,104,Year,2013
A,104,PercentFemale,16.16926503340757
A,105,TaxonomyLevel,Umbrella
A,105,TaxonomyValue,Engineering
A,105,Year,2013
A,105,PercentFemale,13.14795743220048
A,106,TaxonomyLevel,Field
A,106,TaxonomyValue,Civil Engineering
A,106,Year,2012
A,106,PercentFemale,15.76535288725939
A,107,TaxonomyLevel,Umbrella
A,107,TaxonomyValue,Engineering
A,107,Year,2012
A,107,PercentFemale,12.8025254296738
A,108,TaxonomyLevel,Field
A,108,TaxonomyValue,Civil Engineering
A,108,Year,2011
A,108,PercentFemale,15.30852567121997
A,109,TaxonomyLevel,Umbrella
A,109,TaxonomyValue,Engineering
A,109,Year,2011
A,109,PercentFemale,12.52599125259912
A,110,TaxonomyLevel,Field
A,110,TaxonomyValue,Environmental Engineering
A,110,Year,2017
A,110,PercentFemale,20.12518054886856
A,111,TaxonomyLevel,Field
A,111,TaxonomyValue,Environmental Engineering
A,111,Year,2020
A,111,PercentFemale,21.94051682106289
A,112,TaxonomyLevel,Field
A,112,TaxonomyValue,Environmental Engineering
A,112,Year,2019
A,112,PercentFemale,21.06024096385542
A,113,TaxonomyLevel,Field
A,113,TaxonomyValue,Environmental Engineering
A,113,Year,2018
A,113,PercentFemale,20.64796905222437
A,114,TaxonomyLevel,Field
A,114,TaxonomyValue,Environmental Engineering
A,114,Year,2016
A,114,PercentFemale,19.16342412451362
A,115,TaxonomyLevel,Field
A,115,TaxonomyValue,Environmental Engineering
A,115,Year,2015
A,115,PercentFemale,18.17726589884827
A,116,TaxonomyLevel,Field
A,116,TaxonomyValue,Environmental Engineering
A,116,Year,2014
A,116,PercentFemale,17.38453554748313
A,117,TaxonomyLevel,Field
A,117,TaxonomyValue,Environmental Engineering
A,117,Year,2013
A,117,PercentFemale,17.04180064308681
A,118,TaxonomyLevel,Field
A,118,TaxonomyValue,Environmental Engineering
A,118,Year,2012
A,118,PercentFemale,16.44518272425249
A,119,TaxonomyLevel,Field
A,119,TaxonomyValue,Environmental Engineering
A,119,Year,2011
A,119,PercentFemale,16.11617312072893
A,120,TaxonomyLevel,Field
A,120,TaxonomyValue,Linguistics
A,120,Year,2020
A,120,PercentFemale,46.34464751958224
A,121,TaxonomyLevel,Umbrella
A,121,TaxonomyValue,Humanities
A,121,Year,2020
A,121,PercentFemale,42.48555901151861
A,122,TaxonomyLevel,Field
A,122,TaxonomyValue,Linguistics
A,122,Year,2019
A,122,PercentFemale,46.517739816031536
A,123,TaxonomyLevel,Umbrella
A,123,TaxonomyValue,Humanities
A,123,Year,2019
A,123,PercentFemale,42.004451338773855
A,124,TaxonomyLevel,Field
A,124,TaxonomyValue,Linguistics
A,124,Year,2018
A,124,PercentFemale,46.49006622516556
A,125,TaxonomyLevel,Umbrella
A,125,TaxonomyValue,Humanities
A,125,Year,2018
A,125,PercentFemale,41.551672291088906
A,126,TaxonomyLevel,Field
A,126,TaxonomyValue,Linguistics
A,126,Year,2017
A,126,PercentFemale,45.654993514915695
A,127,TaxonomyLevel,Umbrella
A,127,TaxonomyValue,Humanities
A,127,Year,2017
A,127,PercentFemale,41.18074357789077
A,128,TaxonomyLevel,Field
A,128,TaxonomyValue,Linguistics
A,128,Year,2016
A,128,PercentFemale,46.547314578005114
A,129,TaxonomyLevel,Umbrella
A,129,TaxonomyValue,Humanities
A,129,Year,2016
A,129,PercentFemale,40.633349826818396
A,130,TaxonomyLevel,Field
A,130,TaxonomyValue,Linguistics
A,130,Year,2015
A,130,PercentFemale,45.3715775749674
A,131,TaxonomyLevel,Umbrella
A,131,TaxonomyValue,Humanities
A,131,Year,2015
A,131,PercentFemale,40.22058580721857
A,132,TaxonomyLevel,Field
A,132,TaxonomyValue,Linguistics
A,132,Year,2014
A,132,PercentFemale,45.39473684210526
A,133,TaxonomyLevel,Umbrella
A,133,TaxonomyValue,Humanities
A,133,Year,2014
A,133,PercentFemale,39.735826457279735
A,134,TaxonomyLevel,Field
A,134,TaxonomyValue,Linguistics
A,134,Year,2013
A,134,PercentFemale,45.78947368421052
A,135,TaxonomyLevel,Umbrella
A,135,TaxonomyValue,Humanities
A,135,Year,2013
A,135,PercentFemale,39.4802063098667
A,136,TaxonomyLevel,Field
A,136,TaxonomyValue,Linguistics
A,136,Year,2012
A,136,PercentFemale,45.34412955465587
A,137,TaxonomyLevel,Umbrella
A,137,TaxonomyValue,Humanities
A,137,Year,2012
A,137,PercentFemale,38.93802311002677
A,138,TaxonomyLevel,Field
A,138,TaxonomyValue,Linguistics
A,138,Year,2011
A,138,PercentFemale,45.51820728291316
A,139,TaxonomyLevel,Umbrella
A,139,TaxonomyValue,Humanities
A,139,Year,2011
A,139,PercentFemale,38.77734388499153
A,140,TaxonomyLevel,Field
A,140,TaxonomyValue,"Exercise Science, Kinesiology, Rehab, Health"
A,140,Year,2020
A,140,PercentFemale,49.24874791318864
A,141,TaxonomyLevel,Umbrella
A,141,TaxonomyValue,Medicine and Health
A,141,Year,2020
A,141,PercentFemale,51.08883790202472
A,142,TaxonomyLevel,Field
A,142,TaxonomyValue,"Exercise Science, Kinesiology, Rehab, Health"
A,142,Year,2019
A,142,PercentFemale,49.03442485306465
A,143,TaxonomyLevel,Umbrella
A,143,TaxonomyValue,Medicine and Health
A,143,Year,2019
A,143,PercentFemale,50.519003190758916
A,144,TaxonomyLevel,Field
A,144,TaxonomyValue,"Exercise Science, Kinesiology, Rehab, Health"
A,144,Year,2018
A,144,PercentFemale,48.366294067067926
A,145,TaxonomyLevel,Umbrella
A,145,TaxonomyValue,Medicine and Health
A,145,Year,2018
A,145,PercentFemale,49.827593201087176
A,146,TaxonomyLevel,Field
A,146,TaxonomyValue,"Exercise Science, Kinesiology, Rehab, Health"
A,146,Year,2017
A,146,PercentFemale,47.175639894086494
A,147,TaxonomyLevel,Umbrella
A,147,TaxonomyValue,Medicine and Health
A,147,Year,2017
A,147,PercentFemale,49.19139645831649
A,148,TaxonomyLevel,Field
A,148,TaxonomyValue,"Exercise Science, Kinesiology, Rehab, Health"
A,148,Year,2016
A,148,PercentFemale,47.20357941834452
A,149,TaxonomyLevel,Umbrella
A,149,TaxonomyValue,Medicine and Health
A,149,Year,2016
A,149,PercentFemale,48.8251725271114
A,150,TaxonomyLevel,Field
A,150,TaxonomyValue,"Exercise Science, Kinesiology, Rehab, Health"
A,150,Year,2013
A,150,PercentFemale,46.99663623258049
A,151,TaxonomyLevel,Umbrella
A,151,TaxonomyValue,Medicine and Health
A,151,Year,2013
A,151,PercentFemale,47.11683028212611
A,152,TaxonomyLevel,Field
A,152,TaxonomyValue,"Exercise Science, Kinesiology, Rehab, Health"
A,152,Year,2012
A,152,PercentFemale,46.300000000000004
A,153,TaxonomyLevel,Umbrella
A,153,TaxonomyValue,Medicine and Health
A,153,Year,2012
A,153,PercentFemale,46.34874007435626
A,154,TaxonomyLevel,Field
A,154,TaxonomyValue,"Exercise Science, Kinesiology, Rehab, Health"
A,154,Year,2015
A,154,PercentFemale,47.28506787330316
A,155,TaxonomyLevel,Umbrella
A,155,TaxonomyValue,Medicine and Health
A,155,Year,2015
A,155,PercentFemale,48.29052559959176
A,156,TaxonomyLevel,Field
A,156,TaxonomyValue,"Exercise Science, Kinesiology, Rehab, Health"
A,156,Year,2014
A,156,PercentFemale,47.38805970149253
A,157,TaxonomyLevel,Umbrella
A,157,TaxonomyValue,Medicine and Health
A,157,Year,2014
A,157,PercentFemale,47.62275578628596
A,158,TaxonomyLevel,Field
A,158,TaxonomyValue,"Exercise Science, Kinesiology, Rehab, Health"
A,158,Year,2011
A,158,PercentFemale,45.50236717517096
A,159,TaxonomyLevel,Umbrella
A,159,TaxonomyValue,Medicine and Health
A,159,Year,2011
A,159,PercentFemale,45.95696274528391
A,160,TaxonomyLevel,Field
A,160,TaxonomyValue,Chemistry
A,160,Year,2020
A,160,PercentFemale,21.593587930221588
A,161,TaxonomyLevel,Field
A,161,TaxonomyValue,Chemistry
A,161,Year,2019
A,161,PercentFemale,21.125116713352
A,162,TaxonomyLevel,Field
A,162,TaxonomyValue,Chemistry
A,162,Year,2018
A,162,PercentFemale,20.4367816091954
A,163,TaxonomyLevel,Field
A,163,TaxonomyValue,Chemistry
A,163,Year,2017
A,163,PercentFemale,20.0
A,164,TaxonomyLevel,Field
A,164,TaxonomyValue,Chemistry
A,164,Year,2016
A,164,PercentFemale,19.24056494558925
A,165,TaxonomyLevel,Field
A,165,TaxonomyValue,Chemistry
A,165,Year,2015
A,165,PercentFemale,18.62036821253787
A,166,TaxonomyLevel,Field
A,166,TaxonomyValue,Chemistry
A,166,Year,2014
A,166,PercentFemale,18.13459268004722
A,167,TaxonomyLevel,Field
A,167,TaxonomyValue,Chemistry
A,167,Year,2013
A,167,PercentFemale,17.613365155131262
A,168,TaxonomyLevel,Field
A,168,TaxonomyValue,Chemistry
A,168,Year,2012
A,168,PercentFemale,17.245627001724557
A,169,TaxonomyLevel,Field
A,169,TaxonomyValue,Chemistry
A,169,Year,2011
A,169,PercentFemale,16.80883090817862
A,170,TaxonomyLevel,Field
A,170,TaxonomyValue,Biochemistry
A,170,Year,2020
A,170,PercentFemale,26.065808297567948
A,171,TaxonomyLevel,Field
A,171,TaxonomyValue,Biochemistry
A,171,Year,2019
A,171,PercentFemale,25.617722238000567
A,172,TaxonomyLevel,Field
A,172,TaxonomyValue,Biochemistry
A,172,Year,2018
A,172,PercentFemale,24.86517172864036
A,173,TaxonomyLevel,Field
A,173,TaxonomyValue,Biochemistry
A,173,Year,2017
A,173,PercentFemale,24.34210526315789
A,174,TaxonomyLevel,Field
A,174,TaxonomyValue,Biochemistry
A,174,Year,2016
A,174,PercentFemale,23.92331203111975
A,175,TaxonomyLevel,Field
A,175,TaxonomyValue,Biochemistry
A,175,Year,2015
A,175,PercentFemale,23.21275989746511
A,176,TaxonomyLevel,Field
A,176,TaxonomyValue,Biochemistry
A,176,Year,2014
A,176,PercentFemale,22.68156424581005
A,177,TaxonomyLevel,Field
A,177,TaxonomyValue,Biochemistry
A,177,Year,2013
A,177,PercentFemale,22.259791490560723
A,178,TaxonomyLevel,Field
A,178,TaxonomyValue,Biochemistry
A,178,Year,2012
A,178,PercentFemale,21.646784986907182
A,179,TaxonomyLevel,Field
A,179,TaxonomyValue,Biochemistry
A,179,Year,2011
A,179,PercentFemale,21.19760479041916
A,180,TaxonomyLevel,Field
A,180,TaxonomyValue,Physics
A,180,Year,2020
A,180,PercentFemale,15.39284949689573
A,181,TaxonomyLevel,Field
A,181,TaxonomyValue,Physics
A,181,Year,2019
A,181,PercentFemale,15.217391304347819
A,182,TaxonomyLevel,Field
A,182,TaxonomyValue,Physics
A,182,Year,2018
A,182,PercentFemale,14.58466794789664
A,183,TaxonomyLevel,Field
A,183,TaxonomyValue,Physics
A,183,Year,2017
A,183,PercentFemale,13.98233809924306
A,184,TaxonomyLevel,Field
A,184,TaxonomyValue,Physics
A,184,Year,2016
A,184,PercentFemale,13.61422824475968
A,185,TaxonomyLevel,Field
A,185,TaxonomyValue,Physics
A,185,Year,2015
A,185,PercentFemale,13.25042881646655
A,186,TaxonomyLevel,Field
A,186,TaxonomyValue,Physics
A,186,Year,2012
A,186,PercentFemale,11.80276662204373
A,187,TaxonomyLevel,Field
A,187,TaxonomyValue,Physics
A,187,Year,2011
A,187,PercentFemale,11.76201372997711
A,188,TaxonomyLevel,Field
A,188,TaxonomyValue,Physics
A,188,Year,2014
A,188,PercentFemale,12.795489047928859
A,189,TaxonomyLevel,Field
A,189,TaxonomyValue,Physics
A,189,Year,2013
A,189,PercentFemale,12.16186972516771
A,190,TaxonomyLevel,Field
A,190,TaxonomyValue,Agricultural Engineering
A,190,Year,2020
A,190,PercentFemale,22.22934016655989
A,191,TaxonomyLevel,Field
A,191,TaxonomyValue,Agricultural Engineering
A,191,Year,2019
A,191,PercentFemale,21.48337595907928
A,192,TaxonomyLevel,Field
A,192,TaxonomyValue,Agricultural Engineering
A,192,Year,2018
A,192,PercentFemale,19.910657306955958
A,193,TaxonomyLevel,Field
A,193,TaxonomyValue,Agricultural Engineering
A,193,Year,2017
A,193,PercentFemale,19.379844961240313
A,194,TaxonomyLevel,Field
A,194,TaxonomyValue,Agricultural Engineering
A,194,Year,2016
A,194,PercentFemale,19.35266351989211
A,195,TaxonomyLevel,Field
A,195,TaxonomyValue,Agricultural Engineering
A,195,Year,2015
A,195,PercentFemale,18.60304287690179
A,196,TaxonomyLevel,Field
A,196,TaxonomyValue,Agricultural Engineering
A,196,Year,2014
A,196,PercentFemale,17.98715203426124
A,197,TaxonomyLevel,Field
A,197,TaxonomyValue,Agricultural Engineering
A,197,Year,2013
A,197,PercentFemale,17.07498144023756
A,198,TaxonomyLevel,Field
A,198,TaxonomyValue,Agricultural Engineering
A,198,Year,2012
A,198,PercentFemale,15.879163439194418
A,199,TaxonomyLevel,Field
A,199,TaxonomyValue,Agricultural Engineering
A,199,Year,2011
A,199,PercentFemale,15.2744630071599
A,200,TaxonomyLevel,Field
A,200,TaxonomyValue,Chemical Engineering
A,200,Year,2020
A,200,PercentFemale,19.38444924406047
A,201,TaxonomyLevel,Field
A,201,TaxonomyValue,Chemical Engineering
A,201,Year,2019
A,201,PercentFemale,18.83360085607276
A,202,TaxonomyLevel,Field
A,202,TaxonomyValue,Chemical Engineering
A,202,Year,2018
A,202,PercentFemale,17.73584905660377
A,203,TaxonomyLevel,Field
A,203,TaxonomyValue,Chemical Engineering
A,203,Year,2017
A,203,PercentFemale,17.0610897083104
A,204,TaxonomyLevel,Field
A,204,TaxonomyValue,Chemical Engineering
A,204,Year,2016
A,204,PercentFemale,16.78004535147392
A,205,TaxonomyLevel,Field
A,205,TaxonomyValue,Chemical Engineering
A,205,Year,2015
A,205,PercentFemale,15.97387173396674
